GILD,0.793470263 -0.839460492 1.509033561 -0.520493627 1.967635512 0.15255855 -0.286726862 -1.434658766 -0.995941818 -0.296677887 -0.048738401
GIS,0.729403317 0.267117232 0.531587064 0.487930924 0.261428177 0.279641986 0.102746867 0.249301136 0.221251205 -3.099483252 -0.030924568
GLW,-0.061761469 -0.590563715 1.14737761 1.468470812 -0.910024166 -0.493054897 1.346711397 -0.736004889 -1.241465092 -1.014663935 1.084978342
GME,0.929851651 -0.598948896 0.116112709 -0.727616549 -0.709890604 -0.951386869 2.185557365 0.909298837 -0.427289873 -1.304988503 0.579300582
GNW,0.608160079 -1.9627949 1.292973995 0.11374516 1.166010857 0.73596859 0.728534222 -0.859440029 -0.586464643 -1.256148219 0.019454816
GOOG,0.792884588 0.980338037 0.852868378 0.665521026 -1.84036243 -0.167512164 0.822933137 -0.973506331 -1.011563778 -1.10228622 0.980685771
GPC,0.28358534 -1.581216455 -0.297004908 0.970274866 -0.467758179 1.221581101 0.69338727 -0.023722798 -1.410156131 -0.923725188 1.534755111
GPS,1.141273737 0.003838302 0.107151709 -0.219290391 -1.044425368 1.604302287 0.967529416 0.908888221 -1.402575612 -1.266028166 -0.800664186
GR,-0.705626488 -0.660209239 1.303106308 0.924150527 -1.065518737 0.545859993 0.786652923 0.409161299 -1.533327103 -1.2152704 1.211020827
GS,1.270807981 -0.667412341 -0.112654738 -0.008501742 -1.237640023 0.595007479 1.025341034 -1.55875659 -0.026139406 -0.924581289 1.6445297
GT,0.757181525 -1.971416593 0.597620428 0.708765388 -0.218269616 0.093160123 0.085201859 1.092129111 -0.89399153 -1.465675831 1.215295076
GWW,-0.047103185 0.379857212 0.496181756 -0.663322568 0.027513685 -0.001370353 0.801977158 -0.031448789 -2.089428663 -0.939997494 2.067141294
HAL,1.211336493 0.422781259 -0.117878817 -0.011476791 -0.567689598 0.063737713 -0.27388069 -0.089653991 -2.21897769 -0.382979572 1.964681864
HAR,0.973217607 -0.516345501 1.337627053 -0.570777178 -0.010052991 1.648234367 0.608018458 -1.328815699 -1.536774397 -0.672775447 0.068443626
HAS,-1.008858323 -1.011504173 0.911923468 0.712810278 -1.416057587 2.203790188 0.523601532 -0.600382745 0.138752073 -0.242676035 -0.211398661
HCBK,0.201139182 0.200982541 0.383100718 1.12668395 -0.873618364 0.698217273 1.576207638 -1.668882132 -1.468206525 -0.724836171 0.549211979
HCN,-0.795530856 1.305314779 0.13607952 -0.284338325 -0.902560174 -0.528431118 1.546557546 -0.321250558 -1.188606143 -0.71425432 1.747019649
HCP,-0.209867358 -0.348087728 1.0880059 -0.757456303 -1.534792781 -0.110900283 2.043735743 -0.796554446 -0.492162853 -0.158864915 1.276945114
HD,-0.395035803 -0.775625587 0.995535314 0.639925182 -0.49677965 1.360114694 0.378333181 1.043237805 -0.587100387 -2.270936251 0.108331464
HES,0.73761481 0.239640281 0.774855256 0.543791533 -0.78693223 0.148159772 0.843405902 0.125787064 -2.559952021 -0.921571374 0.855201125
HIG,1.23100853 -1.348550081 0.518254936 -0.562805057 0.305120468 0.137408867 1.759541154 0.023453955 -1.35523212 -1.298756361 0.590555668
HNZ,0.588311374 -0.177954912 1.433387995 -0.201416418 0.207914591 1.20217526 -0.628866971 0.436358362 -2.231703997 -1.112504721 0.484299362
HOG,-0.421384543 0.441620201 0.896406233 -1.037382722 -0.791939974 0.382395774 0.763448238 1.185301065 -0.853228807 -1.87929666 1.314061165
HON,-0.085147254 -0.470717609 0.529046834 0.041784219 -0.46284163 0.350699991 1.684324503 0.491185069 -1.748230577 -1.572766185 1.242662549
HOT,0.426518649 -1.233517766 0.244304776 0.679859459 -1.095170856 0.82868892 1.164555192 0.884595871 -1.576730371 -1.213103533 0.889999747
HPQ,0.7472651 -0.162452608 0.647863626 0.719742239 -1.429866672 1.179116488 0.664902747 -0.41936487 -1.879645467 -1.005711675 0.93815124
HRB,0.783788681 0.185325116 1.108359933 1.363878012 -0.502773345 -2.203071833 0.399209499 0.382699847 -1.341047525 -0.22348018 0.047111765
HRL,-1.65487361 0.268599927 0.579809725 0.33060661 -0.241223067 1.502958179 0.240092009 -1.375097394 -1.181129456 0.089758761 1.440498233
HRS,0.720049262 1.042327285 0.352908134 0.726484597 -1.569217682 0.350612223 0.307511955 0.737601995 -1.459861398 -1.756908298 0.548491895
HSP,1.655717254 -0.063069627 -0.016784495 0.848895669 -0.527711689 0.068709522 0.794183671 -1.168312669 -0.898018956 1.103686929 -1.79729557
HST,1.081699967 -1.709143639 0.350970507 0.526619792 -1.039846182 0.490781814 1.631323457 0.531155646 -1.283876419 -0.751577854 0.171892896
HSY,-0.54582113 -0.769589901 -1.774401546 -0.118429437 0.002081388 1.476989746 1.182154536 1.611384273 -0.446236491 0.127719238 -0.745850801
HUM,0.354160249 -0.840791404 2.043538332 0.597617447 1.578510761 -1.033537984 -0.74762696 -0.954146743 -0.377127886 -0.678000689 0.057404894
IBM,0.15879859 0.240365475 1.000855446 0.877663374 -2.308003187 0.971089482 0.01238957 -0.073507264 -1.172165751 -0.706033051 0.998547494
ICE,0.32685715 0.313198417 0.689656317 0.548627734 -2.340813398 1.583081365 0.462260634 0.377474308 -0.25322628 -0.574738383 -1.132377744
IFF,0.614610493 -0.403366774 0.781451046 -0.214496359 -0.877565563 0.523198426 1.635986805 0.400472641 -2.067908525 -1.081899405 0.689517081
IGT,0.55676198 -1.461992502 0.741811275 0.193618268 0.012093264 -0.209012255 0.825529039 1.826170325 -0.522109568 -1.904897451 -0.057972334
INTC,-0.69927752 -0.535500228 0.10663034 1.048325419 -0.912172258 0.973565698 1.456673622 0.383363128 -1.143382788 -1.667235732 0.989010334
INTU,-0.157077238 -0.034536794 -0.809214115 0.34028405 -1.368799448 1.129063606 0.505074978 0.387610465 -0.904998779 -1.189051032 2.101644278
IP,-0.454687446 -0.303172201 1.778592467 0.49244228 -1.735976696 0.029130667 0.604446352 0.880785584 -1.585956812 -0.391903073 0.686298788
IPG,0.987093806 -1.672201872 0.10636209 0.79129535 -1.125914335 0.759053111 0.418175071 0.16464904 -0.718037486 -1.267436266 1.556961417
IRM,-1.040560246 0.094304495 -1.051570177 -0.497445524 0.301167816 2.120542288 1.075258732 -0.931225955 -0.118270814 -0.958239317 1.006038547
ITT,0.779086828 0.459353089 -0.459176183 -0.595804751 -0.431171209 1.109078884 0.867560029 0.696653605 -2.200128317 -1.136508703 0.911056817
ITW,0.223794356 1.080609679 0.711881995 -0.283121049 -1.429103851 0.560241818 0.503845394 1.067862749 -1.42476809 -1.710527182 0.699284196
IVZ,0.788430631 -1.011228442 0.899982035 0.446280718 -1.500833511 0.112039208 0.963008046 0.392735809 -1.619926453 -0.792510867 1.322022915
JBL,1.45167625 -0.099660575 -0.46993205 2.063572168 -1.525241256 0.104151726 0.253258109 -0.667710304 -1.068605185 -0.475492984 0.43398416
JCI,0.203366667 -0.830583632 1.229774714 -0.129381374 0.066436261 1.348755479 0.589752972 0.019981587 -2.238898993 -1.001858115 0.742654562
JCP,1.099444032 -0.07054957 -0.998737395 -0.523467124 -0.464168042 0.994743884 1.451948762 -0.680669606 -0.387802213 -1.710273862 1.289530993
JDSU,-0.12262252 -1.444678426 1.316202879 0.371771276 -0.621680081 1.881964564 0.678030431 -0.097107984 -1.039296508 -1.210996509 0.288412899
JEC,0.556609035 -0.502023399 -1.752191067 0.854777157 0.160110027 0.377557784 1.744879484 0.777193129 -1.215053082 -1.149893284 0.148034304
JNJ,0.277893364 -0.505267203 1.553803802 0.749521017 -0.569432437 0.137571499 1.016721964 -0.293509483 -2.431560516 0.428229123 -0.363971055
JNPR,1.321554661 -0.853211462 0.174912006 -0.021651177 -0.821561277 0.92582196 0.654908061 -0.866154492 -0.768160403 -1.479624152 1.733166218
JNS,0.998646915 -0.633642793 0.174945563 0.296624631 -0.666146517 0.266454309 1.227244735 -0.042791899 -1.87834096 -1.267689824 1.524695754
JPM,0.226902008 -0.352291226 0.011847634 -0.238866329 -1.019298792 1.401002169 1.205552936 -0.731836021 -1.102733016 -1.180112243 1.77983284
JWN,0.745554924 -0.199795991 0.765960634 1.126111984 -1.140646815 0.527336657 0.930667043 -0.11304602 -0.680828094 -2.341616869 0.380302459
K,1.161887288 0.274984568 1.350027442 0.167216569 0.496497482 -1.41417253 0.544149816 0.654001772 -0.993642151 -1.912750721 -0.328199565
KEY,-0.432199627 -1.488382816 0.295763701 -0.667131841 2.152629852 -0.270742208 0.445959717 1.096441984 -1.138702393 -0.571506679 0.57787025
KFT,-2.035745144 0.594975412 -0.454999119 0.507199287 0.376971662 0.646739483 1.596338034 -0.652061164 -0.986548245 -0.647157729 1.054287434
KG,0.434685588 -0.598246038 1.810547471 0.431188554 -0.107968278 -0.496665478 0.506357193 -1.451410174 -0.9771083 -1.062634587 1.511253953
KIM,0.247535527 -1.079786897 -0.127176806 1.006645441 -1.11623168 1.037687421 1.362984657 -0.294379801 -1.31492281 -1.024912357 1.30255723
KLAC,1.183680773 -0.684708595 -0.580987453 1.252072573 -1.924035549 0.204831228 0.445729613 0.780091822 -0.884979546 -0.86250937 1.07081449
KMB,-0.729146838 0.676956952 1.773284793 -0.961272001 -1.757634044 0.391483992 0.688222408 -0.759633899 -0.365075946 -0.175460353 1.218274832
KO,1.666365027 -0.30256176 1.061757445 -0.301777542 -1.14390707 -0.766722441 0.577890754 -0.766328275 -0.957750201 -0.704619288 1.637653351
KR,-0.651053846 2.051105499 -0.510724783 -1.427910566 0.632030487 0.448365897 -0.299135953 0.376078725 -1.388199329 -0.327596605 1.097040415
KSS,1.982145429 0.027083129 -1.053683281 0.363371402 -1.075848103 1.317657948 0.416237503 0.167041749 -1.273255229 -1.040754795 0.170004323
L,-0.113651507 -0.521380067 0.820209265 0.303845525 -0.451617986 0.17916882 0.236447245 -0.185260311 -2.439194679 0.27434203 1.897091746
LEG,0.564822137 -0.143952489 -0.19313094 0.389321268 -1.438602805 0.263845026 1.506651878 1.406388402 -0.794990063 -1.837272167 0.276919633
LEN,-0.549623132 -1.016302943 -0.011625858 0.029004419 1.704965115 0.548892021 0.380298853 1.315028191 -1.169705987 -1.723649383 0.492718816
LH,-1.557580233 1.484850883 0.916767001 0.511655986 -1.345900774 0.64201802 0.682600081 0.806158662 -1.044244528 -0.204632163 -0.891693115
LIFE,0.850197613 0.052918158 1.259901166 0.916279018 -0.839894116 0.411700994 0.567730248 0.891344249 -1.523018003 -0.98581928 -1.601340055
LLL,0.919749856 -1.094744205 0.838084757 1.274278402 -0.515490472 1.125780582 0.00384543 0.227568507 -1.409193397 -1.71459949 0.344719857
LLTC,0.241658241 -0.924810767 0.166457415 1.378671408 -2.025104761 0.255094469 0.239890859 0.527913749 -1.089532971 -0.310397476 1.540159702
LLY,-0.444664061 0.520642161 1.685063839 -0.78578186 -0.477372944 -0.709450841 1.100931644 -0.939914405 -1.576186061 0.344257921 1.282474637
LM,0.968826592 -0.677821219 -0.571369171 0.804105937 -1.90948391 -0.00981491 1.356127024 1.307918787 -0.84292227 -0.774857938 0.349290937
LMT,0.574321508 -1.88525176 1.891333222 -0.396932125 -0.199869633 0.605873466 1.001219273 0.25971806 -0.902665973 -1.039754033 0.092008062
LNC,0.191541255 -1.507882357 0.223116234 0.793553352 -0.199409932 0.169918329 2.142866135 -0.113581486 -1.444618464 -0.907853842 0.652350664
LO,0.356409788 0.945465147 -0.086519636 0.554095864 -1.393688202 -0.912076533 0.56183213 0.82110709 -2.101200819 0.036350302 1.218224764
LOW,-0.29549402 -0.76169765 1.281471848 0.779296696 -0.823058009 1.027082443 0.232677698 1.28529501 -0.964907348 -1.920420289 0.159753621
LSI,0.647729218 -0.678137422 0.706117392 1.401798606 -1.398143053 0.889593005 1.395665765 0.006092082 -0.893686116 -1.09824276 -0.978786767
LTD,0.863084555 -0.524829865 -0.851342618 1.079538822 -0.685195744 1.10764122 0.603103936 0.345590055 -1.313619375 -1.724369168 1.100398302
LUK,0.013688163 -0.849315047 -0.573343992 1.342061877 -0.645515203 0.837709248 0.622431993 0.325600952 -1.509962678 -1.224144697 1.660789371
LUV,1.230554938 -1.460891247 0.393336654 1.870774984 -0.466312319 0.641792893 0.088536628 -0.413052887 -0.90738225 -1.379819989 0.402462572
LXK,0.673293889 1.145400047 -0.818489671 -0.324103862 -0.678566039 2.143248796 0.018061653 -0.37163955 -0.491809338 -1.693272829 0.397876799
M,1.369665623 -0.50396049 -0.883915186 0.038501885 -0.64180088 1.578352928 1.002093196 0.374592751 -0.581366897 -1.916900873 0.16473797
MA,-0.109794736 0.938754022 0.95633167 0.623556554 -0.350511879 -1.233193874 1.403510094 -0.347277761 -2.183112144 -0.208104521 0.509842455
MAR,1.133141994 -1.351050615 0.004099891 0.213049814 -0.726542771 -0.038406096 1.213388085 1.248027921 -1.236604571 -1.380951405 0.92184782
MAS,-0.785133421 -0.336072177 1.360947251 0.396902919 0.064686142 0.103474006 1.760974884 0.670063674 -1.446109772 -1.603102684 -0.186630756
MAT,0.23962912 -0.40249002 0.928274691 0.253416479 -0.665991783 2.298656225 0.424294889 -0.079975955 -1.731904626 -0.899022877 -0.364886343
MCD,-0.152816907 0.191685051 1.572330117 -0.897492468 -0.555846751 0.06296584 0.662813306 1.015490294 -1.975214243 -0.955524087 1.031609893
MCHP,-0.245977223 -1.403518438 0.914315224 1.353323102 -1.855212569 0.492447168 0.378259182 0.328895867 -0.90165776 -0.276305676 1.215431213
MCK,0.667277813 -0.518877685 0.907577693 -0.051745277 -1.262289286 -0.090433262 1.825942159 -0.443986297 1.262761712 -0.929603636 -1.366623759
MCO,-1.67932713 1.396889806 -0.370261073 1.059196353 0.214312315 -0.225365609 0.81362921 -1.136335135 -1.147466421 -0.178666934 1.253394723
MDP,0.821774721 -0.403286129 -1.502682686 1.932026029 -0.142771751 -0.299803436 1.300971985 0.354979128 -1.006509542 -1.107524514 0.052826252
MDT,-0.544396579 -0.285322338 2.538713694 0.527247846 -0.340147793 0.180752173 0.545301259 -0.410793632 -1.454292059 -1.043043256 0.28598091
MEE,0.023746522 0.010161282 1.699786901 0.528689742 -0.642780781 0.544105947 1.110128284 -1.919407248 -0.7179811 -1.180427313 0.543977737
MET,-0.060714662 -1.362550139 -0.146766275 0.241146311 -0.167034969 0.198498026 2.084573746 0.449555755 -1.467788696 -0.948444068 1.179524899
MFE,1.512441754 -0.287146121 -1.098825693 1.018672347 -0.754161 0.877973974 0.327011585 -1.590824842 -0.941123843 -0.268199742 1.204181671
MHP,-2.130646467 1.381904006 0.220666334 1.010556221 0.496787608 -0.292999655 0.365412235 -0.453040183 -1.482524991 0.109643959 0.77424103
MHS,0.187242985 0.256738007 2.238263369 0.344849467 -0.422768593 0.602573097 0.483279645 -1.181795478 -0.169429749 -0.523644269 -1.815308452
MI,0.724244177 -2.292889833 0.648053408 -0.400808245 1.539315104 0.064582638 0.745937049 0.706106544 -0.717359245 -0.805997908 -0.211183578
MKC,1.180759788 0.079024181 0.673392951 -0.235425964 -0.615635514 0.231101051 0.77781868 0.674896955 -2.057103157 -1.602389455 0.89356041
MMC,0.9450109 -0.513719499 -1.258943319 -0.424834996 -0.476796061 1.45235455 0.96664089 -0.182071418 -1.934114933 0.626069546 0.80040431
MMM,0.13143687 -0.159007356 0.457758784 1.003801107 -0.859811187 -0.420317292 0.51031971 0.874617338 -2.431376457 -0.416559994 1.309138536
MO,-1.177611709 0.095395662 0.406065285 0.675521553 -0.17683354 -0.140070826 0.041460965 0.382925123 -1.625799894 -0.819583833 2.338531256
MOLX,1.434704185 -1.308612704 -0.10580527 1.575890064 -0.811282396 0.030435646 0.090870559 0.669784427 -0.708690464 -1.604163289 0.736869276
MON,-0.4230313 -0.513164341 1.413951993 0.320883751 -0.377809554 -0.353910685 0.308558583 -0.753345668 -1.38619101 -0.540516615 2.304574966
MOT,1.76127255 -0.781227171 -0.030670138 -0.384090066 -2.045625687 0.845099151 0.272674084 -0.022741554 -0.383207887 -0.544002116 1.312518835
MRK,-0.627957582 0.130742654 2.460376501 0.047468517 0.762617886 -0.815512478 0.120056085 -1.371299148 -0.905047238 0.624884546 -0.426329821
MRO,0.572872639 0.183452711 -0.047758359 -1.167939186 -1.219167948 -0.846881628 1.93187964 0.179297104 -0.940924823 -0.188536212 1.543706059
MS,0.792594254 0.562585473 -0.230211258 -0.691657722 -1.066440582 0.631271839 0.482978284 0.39509207 -1.154367328 -1.625503063 1.903658152
MSFT,0.443304598 1.012656927 0.520011723 0.356379956 -1.027400255 0.121373534 0.172719866 0.433248788 -2.012373209 -1.43174243 1.411820292
MTB,-0.477006018 0.143665045 -0.433907092 -0.262273163 1.36336112 0.326766282 -0.159743205 1.320972323 -2.483186007 0.763018906 -0.101668216
MU,0.612159133 -1.079492092 0.542036533 2.376055241 -1.122853637 0.166837946 0.805539727 -0.663900495 -0.237176076 -0.468214512 -0.93099165
MUR,0.158040494 0.845747113 -1.041522741 -0.533905923 -0.799253762 0.243806466 1.18751502 1.014888048 -1.578346968 -1.000237107 1.503269434
MWV,0.020129537 -0.375219345 2.199299335 0.282591164 -1.535732031 -0.540906429 0.882524431 0.436422378 -1.19103539 -0.755086005 0.577012241
MWW,0.586887121 -0.328048229 -0.80496496 1.389297724 -0.700169563 -0.708475769 1.38728559 0.386332452 -1.036197901 -1.467159867 1.295213461
MYL,0.808836281 -0.388885587 1.279904842 0.132945597 -0.342267334 1.70155108 0.503088951 -0.56722343 -1.535255313 -1.61062932 0.017934337
NBL,0.90228039 0.013995269 -0.449657708 0.908395588 0.287546605 -0.362079054 -0.099568091 0.385198027 -2.7353158 0.007171377 1.142033339
NBR,2.047066212 0.015761159 -0.323865294 0.617914438 0.134206071 -0.221555755 -1.365167856 1.071904778 -1.46361661 -0.952465117 0.439818025
NDAQ,-0.407272995 -1.522809148 0.375467807 0.829689264 -1.029556513 0.521115601 1.710189581 0.020934643 -1.301497936 -0.438424736 1.242164493
NEM,0.461550891 -0.761754274 2.04323101 -1.249028325 -1.056976795 0.898547173 -0.034167226 0.508238375 -0.625849128 0.877433598 -1.061225176
NI,0.412474453 -1.156942368 0.946893215 0.81280297 -1.385389447 0.449294597 0.419015706 0.127134651 -1.511098623 -0.770648181 1.656462908
NKE,2.06178093 -0.905700147 0.127735198 -0.151202992 -0.938077807 0.471925259 0.868854225 0.064409517 -1.106206298 -1.404851437 0.911333561
NOC,0.615671813 -0.679337025 1.02407825 0.000857796 -0.084939845 0.946461737 0.767190754 0.22997652 -1.905755043 -1.783083081 0.868878245
NOV,1.618041515 -0.49720639 0.25733912 0.115461253 -0.788275778 0.46835196 -0.73371762 0.674533725 -1.361313939 -1.349270463 1.5960567
NOVL,0.026668714 -1.241263866 -0.9586519 0.289167136 0.456992239 0.183237791 2.585701227 -1.010524273 -0.001451951 -0.640375555 0.310500443
NSC,-1.134511113 0.71691674 1.253028989 -0.020728145 -1.720269442 0.995635986 0.910163462 0.559797883 -0.9703058 -1.137666583 0.547937989
NSM,-0.741878986 -1.017893434 1.626942158 0.806155443 -1.817489743 1.361412644 0.063481808 0.39024967 -0.603777051 -0.50095433 0.433751792
NTAP,1.282931924 -0.579998195 0.922049403 0.61784035 -2.474179983 -0.365061909 0.260383159 0.042474028 0.289441913 -0.827868402 0.831987619
NTRS,0.21691446 -2.092593908 0.137288436 1.306465626 -0.307076275 1.238807082 0.934390247 0.2180181 -0.988228619 -1.074187994 0.410202891
NU,-0.359160185 -1.069202065 0.793882191 1.098476529 -0.686546981 -0.091925234 1.301679373 -0.206281066 -1.660982132 -0.684265316 1.564324856
NUE,0.747288048 -1.676206708 0.819428444 1.271978617 -1.384179354 0.267037243 1.226709247 0.078141406 -0.496583015 -1.212107182 0.358493239
NVDA,0.334602833 -0.96299696 0.617939591 2.513149738 -0.829913318 0.431114435 0.549317241 -0.394434184 -0.760818303 -1.088226199 -0.409734905
NVLS,0.915306389 -0.598005235 -0.577619731 1.403320193 -2.027247906 0.375312388 1.427883983 0.240322277 -0.710515976 -0.748270869 0.299514443
NWL,1.308688879 -1.405688167 0.271530986 0.240291297 -1.262615919 -0.003991597 1.058571815 1.26110065 -0.433711499 -1.554362178 0.520185828
NWSA,0.946965992 -0.599170089 -0.294459194 1.751704574 -1.036998749 0.382025152 0.56064254 0.489243299 -1.70627594 -1.190462351 0.696784675
NYT,0.285584956 0.2027971 -0.237317234 2.85014534 0.14549844 -1.135744572 -0.034790814 -0.848368406 -0.563163698 -0.584921062 -0.079720117
NYX,0.171735778 -0.934583366 -0.769526124 -0.055304408 -0.976032615 1.482330918 1.428331971 1.178941369 -1.545060039 -0.50735867 0.526525319
ODP,1.567536831 -0.610861659 0.237218857 0.304357886 -0.68123585 1.584522605 0.622165382 -0.802911878 -0.885116458 -1.749219418 0.413543761
OI,0.887903273 -0.712122321 -0.488541931 0.565852642 -1.427060366 0.903024912 1.887168288 0.083556011 -1.179555893 -1.034268975 0.514044344
OMC,0.151279598 -0.902593195 0.738731742 0.786272466 -1.341097593 0.414081335 0.703861594 1.213317871 -1.497151613 -1.313159466 1.046457171
ORCL,-0.810302854 0.177531958 0.383980244 1.439021349 -0.986207724 0.842820346 0.474558115 -0.048787057 -1.944878101 -0.833696127 1.305959821
ORLY,-1.056980968 -1.213786244 1.61551857 -0.555750787 -0.444579333 0.175140783 0.454091221 1.876366973 0.230719551 -1.210536838 0.129797176
OXY,1.435604095 -0.309662014 0.681440949 0.001043886 -0.960089922 0.271088928 1.134385943 0.915591538 -1.668172002 -1.571816206 0.070584811
PAYX,0.711415172 0.132325053 1.832629442 -0.342359334 -1.006471276 0.837098658 0.694122374 0.035729803 -1.273655653 -1.776876211 0.15604201
PBCT,-0.50687933 1.543205619 0.390426397 1.01364994 -0.506889284 -0.352912366 0.120576411 0.170060635 -2.327480078 -0.557845116 1.014087319
PBI,1.347850919 -0.343247533 -0.929435253 -0.306735247 -1.223235726 1.118220806 0.758500457 0.373828501 -1.594392538 -0.545331538 1.343977094
PCAR,0.188837007 -0.497884512 -0.253261179 -0.52545315 -0.356612653 -0.492505848 2.22287631 0.530303001 -1.598905325 -0.588834405 1.371440768
PCG,-0.293380052 0.443527907 0.259163886 1.173645616 -1.618640304 -0.42490083 0.076866075 0.606961489 -1.580976844 -0.477971137 1.835704088
PCL,-0.094399057 -0.024367422 1.426744223 1.219604135 -0.941354513 -0.468764275 1.127917528 0.084236443 -2.172297716 -0.497603148 0.340283841
PCP,0.904210806 -0.956000388 0.531116724 0.353317529 -0.825009942 0.427144498 0.987318993 -0.195278257 -1.299115896 -1.590997696 1.6632936
PCS,0.871986747 -2.001768589 -0.257734448 1.078171968 -1.691319227 0.40401262 0.705831945 0.297319263 0.885823667 -0.678085327 0.38576147
PDCO,0.029826151 -0.863040566 -0.296179503 1.850607038 0.445616812 0.830048084 0.974435866 0.624007404 -1.429915905 -0.831517398 -1.333888054
PEG,-0.224707574 -1.29157114 1.143221736 1.0187186 -1.564016104 -0.614660501 -0.214895025 1.536981702 -0.950597465 0.329811037 0.831714809
PEP,0.603730261 0.729870081 0.194252431 -0.983352542 -0.889823735 0.951268077 1.259865165 -0.747383237 -1.336802363 -1.203187585 1.421563506
PFE,-0.008090384 1.037647724 1.377993703 0.20770292 0.737143815 -1.088977456 -0.30365479 -0.352470338 -1.723110318 -1.178964376 1.294779539
PFG,-0.305626005 -0.830031812 0.215186924 -0.479330719 -0.361050636 0.113708325 2.595569134 0.048604589 -0.640163481 -1.315416455 0.958550274
PG,1.604200482 -0.650577068 2.125994921 -1.079846263 0.091300353 0.445524514 -0.328624099 -0.804799438 -0.795755208 -0.821946263 0.214528099
PGN,-0.477426499 -1.245506167 0.975403547 1.106430531 -1.46019268 -0.621764362 0.556746125 0.200627819 -1.033709049 0.255091369 1.744299412
PGR,-0.250992388 -0.881572962 0.481083363 1.016277552 -1.75463593 0.312754691 1.756477714 0.64287293 -0.773909926 -1.131856084 0.583501101
PH,0.586280882 -0.016657688 -0.117424428 -0.381820381 0.185402587 0.779606879 0.703645468 0.633076668 -1.976786852 -1.774451256 1.379128098
PHM,-0.912817836 -1.165994406 0.23325628 0.944871187 0.610930681 0.432168186 0.50605768 1.495968223 -0.983475149 -1.838430524 0.677465618
PKI,0.66882205 -0.716207087 0.211310774 1.205113769 -0.437113702 1.374132752 0.986284435 0.579747438 -1.488618255 -1.413259864 -0.97021234
PLD,0.788640738 -0.793374777 1.985102177 0.504168272 -0.915096223 0.238650098 0.250270933 -0.04562268 -1.547914028 -1.254822373 0.789997876
PLL,0.729430139 -0.351076603 -0.469386816 1.362444878 -0.911619067 1.457812667 -0.006911901 -0.77961129 -1.881159186 -0.20896174 1.059038877
PM,0.853691339 -0.119326465 -0.470318794 -0.157670096 -1.066405416 1.010566831 0.832222104 -1.120525122 -1.782244682 0.423634917 1.596375346
PNC,1.222547889 -0.156303942 1.320337296 -1.244857669 0.179227263 -0.740882754 0.873654842 1.049376249 -1.156874657 -1.538552046 0.19232747
PNW,-0.493393451 -0.160241365 1.365318894 0.84313345 -1.026905894 0.074549533 0.659541965 -0.718189597 -2.178557634 0.64027971 0.994464338
POM,0.427124798 -0.973355353 2.278092623 0.336876094 -0.816097856 0.154347062 0.062107079 -0.784723997 -1.028560996 -0.862383604 1.206574202
PPG,0.438557267 -0.616124034 0.240164489 -0.592329502 -0.319815189 0.407439709 0.626876056 0.835107744 -1.76214087 -1.253712296 1.995976686
PPL,0.621919572 -0.393705338 0.677574635 1.071105719 -1.386024356 -0.493106872 -0.371666312 -1.708977699 0.797610343 -0.477473319 1.662743449
PRU,-0.350350797 -1.504765511 1.276316404 -0.205755904 -0.12452136 0.428882092 1.767921805 0.456292629 -1.346163392 -1.06988132 0.672025442
PSA,0.522809744 -1.287021756 1.264977455 -0.13836427 -0.928589463 0.084947594 1.334418297 0.322922111 -1.16973722 -1.293177605 1.286815286
PTV,0.40411979 -1.901398778 0.402997196 -0.434091628 -1.277127624 1.13630259 -0.057253089 -0.17255044 1.530262351 -0.683256328 1.051995873
PWR,0.012277099 -0.771396995 -1.583601356 1.672006369 -1.874061584 0.645552814 0.131417632 0.762409389 0.451138288 -0.052178029 0.606436253
PX,0.824034572 -0.553394973 0.20900844 -0.536738992 -1.179599524 -0.246619388 1.424227476 -0.064426698 -1.359495282 -0.533295393 2.016299963
PXD,1.620799303 0.75411278 -0.75616014 0.836346269 -1.404865384 -0.090896145 1.21316123 0.602706552 -0.690657973 -1.224578738 -0.859967709
Q,0.264347643 -1.785290241 -0.204183728 1.693511605 -0.686140001 0.603308976 1.558761597 -0.656426907 -0.65648371 -0.656540334 0.52513504
QCOM,-0.183227286 -0.630149841 0.968339026 0.423768342 -1.435975075 -0.522116542 1.615288258 -0.668121219 -0.693751514 -0.65085119 1.776797175
QLGC,1.249711514 0.187747642 0.352517843 0.719186962 -1.352201462 0.8208763 1.653573275 -0.716720283 -0.991984129 -1.260318041 -0.662389755
R,0.130971745 0.379834801 -0.316111386 -0.01024283 -1.512183785 -0.536428154 0.936038554 2.100526094 -0.576083779 -1.385826945 0.78950572
RAI,-1.138187408 1.370423794 0.37011677 0.886652172 -0.425337195 -0.703684986 -0.002767874 -0.77069509 -1.089547515 -0.536237717 2.039265156
RDC,0.78518337 -0.022227816 0.197251856 -0.94645226 -0.666970015 1.641443133 0.827380598 -0.00819286 -1.703316569 -1.217767835 1.113668323
RF,0.192908868 -1.743468404 1.258482814 -0.879192889 1.153390288 0.215206102 0.897889137 0.644083858 -1.148002863 -1.154702067 0.563405216
RHI,-0.554265201 -0.541034341 -0.727949917 2.280687332 0.086040981 0.42454645 1.051696301 -1.154213786 -0.878092945 -0.791072607 0.80365777
RHT,1.89894712 -1.038308859 -0.11139252 1.37602973 -1.730242729 -0.049128547 0.096987717 -0.161439642 -0.602511287 -0.533684552 0.854743481
